"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation","fiscal_year"
"1501518689","VHC6734","TX","PAS",,"53","SDN","BMW","P","6170","40404","40404","20250831",,"0","32","980854","32","0","0644P",,,"F","2139","7TH AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501585691","KZP6639","NY","PAS",,"74","SDN","HONDA","N","28530","18120","47220","20270108","47","47","47","959319","47","0","1228P",,"BX","F","655","E 230 STREET",,"0","408","J2",,"BBBBBBB","ALL","ALL","SLV","0","2005","-","0",,,,,,"2026"
"1495666347","LRT2616","NY","PAS",,"20","SDN","NISSA","P","19010","10210","10110","20261203","23","23","23","978323","23","0","0138P","1330P",,"O","215","E 102ND ST",,"0","408","C4",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1500248319","HMC1553","NY","PAS",,"14","SUBN","CHEVR","A","0","0","0","20261126","113","113","642","51469","642","0","0440P",,"Q","F",,"JFKIA","BUILDING 125","0","408","C",,"BBBBBBB","ALL","ALL","GRAY","0","2020","-","0",,,,,,"2026"
"1502396180","BLANKPLATE","99","999",,"67","SUBN","CHEVR","P","23190","6590","0","88888888","109","109","184","968217","184","0","1015P",,"Q","I",,"149 ST","21 AVE","0","408","J2",,"BBBBBBB","ALL","ALL","BL","0","2002","-","0",,,,,,"2026"
"1500396448","UC32775","VA","PAS",,"78","P-U","DODGE","P","14690","13890","55690","20251031","104","104","104","973039","104","0","0915P",,"Q","F","66-35","69 ST",,"0","408","E5",,"BBBBBBB","0900P","0500A","RED","0","2011","-","0",,,,,,"2026"
"1501786192","30273BT","NY","999",,"51","VAN","INTER","P","45030","41330","69230","20260228","88","88","88","969883","88","0",,,"K","O","17","GRAND AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","YELL","0","2020","-","0",,,,,,"2026"
"1500356220","LGX57O","NY","PAS",,"20","SDN","TESLA","P","38490","13490","13390","20260319","104","104","104","972539","104","0","0955A",,"Q","O","64-02","CATALPA",,"0","408","F2",,"BBBBBBB","ALL","ALL","BK","0","2023","-","0",,,,,,"2026"
"1499421771","B81UDS","NJ","PAS",,"99","SUBN","PGLO","P","18510","10410","25390","88888888","19","19","19","964419","19","0","0717P",,"NY","F","14","EAST 76 STREET",,"0","408","C4",,"BBBBBBB","ALL","ALL","BLK","0","2024","-","0",,,,,,"2026"
"1497845040","LHM1254","NY","PAS",,"51","SUBN",,"P","40630","86630","0","20260128","63","63","63","971866","63","0","0516A",,"K","I",,"FILLMORE AVE","UTICA AVE","0","408","J2",,"BBBBBBB","ALL","ALL","WH","0","2018","-","0",,,,,,"2026"
"1502016308","JHA7876","NY","PAS",,"40","SDN","TOYOT","P","37310","31190","32790","20270529","33","33","33","969662","33","0","0905P",,"NY","F","612","WEST 178 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLUE","0","2007","-","0",,,,,,"2026"
"1499148628","T696402C","NY","999",,"40",,"TOYOT","P","28710","43650","43320","20260630","47","47","47","969839","47","0","1000P",,,"F","243","E 236 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","2023","-","0",,,,,,"2026"
"1501786350","JBB3963","NY","PAS",,"40","SUBN","FORD","P","13430","79330","31130","20270320","88","88","88","970744","88","0","1055A",,"K","F","701","ATLANTIC AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","RED","0","2004","-","0",,,,,,"2026"
"1500185073","LVC7979","NY","PAS",,"98","SDN","DODGE","P","0","40404","40404","20260518","67","67","67","980473","67","0","1105P",,"K","F","169","E 59",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2011","-","0",,,,,,"2026"
"1493967204","LTN1748","NY","PAS",,"27","P-U","RAM","P","44750","10575","10575","20270808","121","121","121","975430","121","0","0618P",,"R","F","2655","RICHMOND AVE",,"0","408","D3",,"BBBBBBB","ALL","ALL","BK","0","2026","-","0",,,,,,"2026"
"1500279390","BLANKPLATE","99","999",,"46",,"HONDA","P","0","0","0","0","71","71","71","981667","71","0",,,"K","F",,,,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1500820684","JRS6772","NY","PAS",,"51","SUBN","JEEP","P","63130","41330","69230","20260520","88","88","88","980478","88","0","1056P",,"K","F","33","N ELLIOT PL",,"0","408","C4",,"BBBBBBB","ALL","ALL","BLK","0","2023","-","0",,,,,,"2026"
"1487144593","ETT6689","NY","PAS",,"98","SUBN","NISSA","P","21290","40404","40404","20250824","105","105","105","962127","105","0","0606P","0605P",,"F","120-50","120 AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BL","0","2019","-","0",,,,,,"2026"
"1501518793","LKK8037","NY","PAS",,"46","SUBN","ME/BE","P","0","40404","40404","20250917","32","32","32","977345","32","0","0853P",,"NY","O","196","BRADHURST",,"0","408","D",,"BBBBBBB","ALL","ALL","GRAY","0","2021","-","0",,,,,,"2026"
"1497692878","SZW3676","VA","PAS",,"50","SUBN","TESLA","P","41890","22720","21060","20260930","120","120","120","975459","120","0","0837A","0837A",,"F","21","ORMOND PL",,,"408","F1",,"BBBBBBB","ALL","ALL","GY","0","2024","-","0",,,,,,"2026"
"1501340530","K294572","99","PAS",,"99","P-U","NISSA","P","26040","20630","56350","20251031","113","113","113","968347","113","0","1235P",,"Q","F","113-24","204 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","2024","-","0",,,,,,"2026"
"1502120768","KBW9956","PA","PAS",,"40","SUBN","ACURA","N","0","0","0","88888888","52","52","52","981710","52","0","0114A",,,"O",,"C/O E 197 ST","WEBSTER AVE","0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2004","-","0",,,,,,"2026"
"1500512977","BLANKPLATE","99","999",,"67",,,"N","0","0","0","88888888",,"0","0","0","0","0",,,,"I",,,,"0","408","F7",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1500248472","D32VTJ","NJ","PAS",,"14","SDN","HONDA","A","0","40404","40404","20260531","113","113","642","54504","642","0","1225P","1220A","Q","F",,"TERMINAL 5 ARRIVALS",,,"408","C",,"BBBBBBB","ALL","ALL","GRY","0","2010","-","0",,,,,,"2026"
"1502121724","KZZ4583","NY","PAS",,"48","SUBN","BMW","P","10020","40404","40404","20270214","52","52","52","981769","52","0","0718P",,"BX","O","2046","BAINBRIDGE AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","2023","-","0",,,,,,"2026"
"1498784811","MFM6449","PA","PAS",,"40","VAN","HONDA","N","24890","19310","19330","88888888","25","25","25","982028","25","0","1003P",,,"O","1901","LEX AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1499453942","KNB1303","NY","PAS",,"46","SDN","ME/BE","P","0","40404","40404","20250925",,"0","34","969717","34","0",,,,"F","231","SHERMAN",,"0","408","J2",,"BBBBBBB","ALL","ALL","BLU","0","2012","-","0",,,,,,"2026"
"1490894214","ZPD4610","PA","PAS",,"20","P-U","FORD","P","54060","59930","34130","20210930","94","94","94","973641","94","0","0935P","935","K","F","166","KINGSLAND",,"0","408","D",,"BBBBBBB","ALL","ALL","RED","0","2017","-","0",,,,,,"2026"
"1501932263","KGT5148","NY","PAS",,"70","SUBN","FORD","W","26630","64830","36480","20250620","71","71","976","102039","976","0","1208P",,"K","F","410","CLARKSON AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","2014","-","0",,,,,,"2026"
"1501585502","157541V","99","PAS",,"70",,,"N","18120","28680","28710","20250515",,"0","47","959319","47","0","0147A",,,"F","4254","CARPENTER AVE",,"0","408","99",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1502297632","DKJ2256","NY","PAS",,"98","P-U","TOYOT","P","19740","18290","18440","20250908","102","102","102","968601","102","0","0709P",,"Q",,"91-01","104 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2025","-","0",,,,,,"2026"
"1499972854","KHD8034","NY","PAS",,"20",,"NISSA","P","60820","33140","33190","20261220","100","100","100","976948","100","0","1248P",,,"F","92-14","ROCKAWAY FRWY",,"0","408","D",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501995224","JKR2550","NY","PAS",,"21","VAN","HONDA","P","18330","27790","24890","20251130","19","19","19","965745","19","0","0420P",,"NY","O","115","E 67 ST",,"0","408","99",,"BBBBBBB","0700A","0700P","BLK","0","2014","-","0",,,,,,"2026"
"1500898582","LLX2046","NY","PAS",,"46","SUBN","BMW","P","83630","53730","91080","88888888","60","60","60","966501","60","0","0222P",,"K","O","1045","SURF AVE",,"0","408","C",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1492072771","LRG9933","NY","PAS",,"14","VAN","PORSC","P","54580","57790","8790","20260903","109","109","109","954131","109","0","0404A",,,"F","36-48","MAIN ST",,"0","408","D",,"BBBBBBB","ALL","ALL","BK","0","2019","-","0",,,,,,"2026"
"1501966431","BLANKPLATE","99","999",,"41",,,"P","0","0","0","88888888",,"0","0","0","0","0",,,,"I",,,,"0","408","J2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501221188","LAH5108","NY","PAS",,"98","SDN","CHEVR","N","8440","20390","20490","20270713","115","115","115","976664","115","0","0413A",,"Q","F","110-20","34 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRAY","0","2013","-","0",,,,,,"2026"
"1500662720","X97VMS","NJ","PAS",,"98","SDN","BMW","N","55590","54102","42780","88888888","103","103","103","967254","103","0","0318P",,,"F","94-10","MERRICK BLVD",,"0","408","J3",,"BBBBBBB","ALL","ALL","GRAY","0","2014","-","0",,,,,,"2026"
"1502036514","LBP1706","NY","PAS",,"46","SUBN","HONDA","P","0","40404","40404","20260311","33","33","33","977369","33","0","0259P",,,"F","2224","AMSTERDAM",,"0","408","F1",,"BBBBBBB","ALL","ALL","GREY","0","2019","-","0",,,,,,"2026"
"1502124701","79953NF","NY","COM",,"78","VAN","MERCU","P","74880","57310","36060","20270131","52","52","52","981457","52","0","1248A",,"BX","F","75","W 205 ST",,"0","408","K6",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,,"2026"
"1500279377","42N","MA","PAS",,"41","SDN","NISSA","P","0","0","0","0",,"0","0","0","0","0","1143P",,,"F",,,,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1499081819","T127404C","NY","COM",,"98",,"TESLA","P","22810","20240","46890","20251130","103","103","101","980205","101","0","0451A","0451A","Q","F","109-14","142 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1500155640","GDW4321","NY","PAS",,"46","SUBN","BMW","P","0","40404","40404","20270127","67","67","67","981254","67","0","1131P",,,"F","92","E 53RD",,"0","408","K4",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501280077","LWW7368","PA","PAS",,"98","VAN","TOYOT","P","9330","11045","5430","88888888","72","72","77","970494","77","0","0642P",,"K","F","332","55 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,,"2026"
"1501777350","F14VBP","NJ","PAS",,"40","SUBN","HONDA","P","5530","40404","40404","0","91","91","90","975190","90","0","1117P",,"K","F","146","4TH ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1495893674","LXG3262","NY","PAS",,"46","SDN","DODGE","P","45930","58730","85730","20270615","70","70","71","975234","71","0","1126P",,"NY","F","584","GREENE AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1502532920","G43VHU","NJ","PAS",,"46","SDN","HONDA","P","0","40404","40404","0","44","44","0","981993","0","0","0135A",,"BX","F","1390","OGDEN",,"0","408","F1",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,,"2026"
"1502521970","BLANKPLATE","99","999",,"74","MT","KAWAS","P","11820","49030","37120","0","43","43","43","967884","43","0","0303P",,"BX","F","1534","BEACH AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","YELLO","0","2006","-","0",,,,,,"2026"
"1501221164","LDR4402","NY","PAS",,"40",,"FORD","P","8440","19090","19190","0","115","115","115","976664","115","0","0531A",,"Q","F","9815","34 AVE",,"0","408","E1",,"BBBBBBB","ALL","ALL","GRAY","0","2017","-","0",,,,,,"2026"
"1500047041","JLN3718","NY","PAS",,"40","SUBN","TOYOT","N","6580","10330","10380","20261115","62","62","62","970546","62","0","1243P",,"K","F","7524","15 AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2003","-","0",,,,,,"2026"
"1496197331","CHUCKE1","PA","PAS",,"17","SUBN","TESLA","O","53630","40404","40404","0","84","84","0","0","0KSC","0","0817A",,"K","F",,"JOHNSON ST",,"0","408","C3",,"YYYYYBB","0700A","0700P","BLUE","0","0","-","0",,,,,,"2026"
"1501221050","76DADF","FL","PAS",,"45",,"HONDA","P","18740","51010","7090","20260606","115","115","115","976664","115","0","0620A",,"Q","F","2323","94 STREET",,"0","408","E2",,"BBBBBYB","ALL","ALL","BLACK","0","2015","-","0",,,,,,"2026"
"1501799034","KSH1867","NY","PAS",,"98",,"VOLVO","P","19230","20530","64330","0","84","84","84","975919","84","0","250","0245P","K","O","189","BERGEN ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLUE","0","2021","-","0",,,,,,"2026"
"1502228610","LLV6461","NY","PAS",,"98","SUBN","ACURA","P","25390","35780","68190","20260725","103","103","103","967254","103","0","1145A",,,"F","91-53","191 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2006","-","0",,,,,,"2026"
"1492772689","KMY1760","NY","PAS",,"98","SUBN","JEEP","P","67530","14330","14380","20251010","70","70","70","978313","70","0","1017P",,"K","F","2008","OCEAN AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GY","0","2021","-","0",,,,,,"2026"
"1499437857","BLANKPLATE","99","999",,"41",,"JEEP","N","0","0","0","0",,"0","0","0","0","0",,,,,,,,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1500802724","LCT6126","NY","PAS",,"40","SDN","VOLKS","P","68930","5280","5430","20250815","84","84","84","973368","84","0","0930P",,"NY","F","531","PACIFIC",,"0","408","J5",,"BBBBBBB","ALL","ALL","WHT","0","2021","-","0",,,,,,"2026"
"1500340820","HEH3894","NY","PAS",,"46","VAN","TOYOT","P","72430","52430","5780","20260414","72","72","72","973981","72","0","0549P",,"K","F","359","PROSPECT AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","RD","0","2019","-","0",,,,,,"2026"
"1500875727","LLF4611","NY","PAS",,"14","SUBN","JEEP","P","10280","5280","5430","20260828","68","68","68","963042","68","0","1259P",,"K","F","337","74 ST",,"0","408","C",,"BBBBBBB","ALL","ALL","WHITE","0","2015","-","0",,,,,,"2026"
"1501722645","VLV8144","99","PAS",,"46","SUBN","NISSA","P","54100","47330","45930","20260630","83","83","83","974539","83","0","1235P",,,"F","436","KNICKERBOCKER AVE",,"0","408","K6",,"BBBBBBB","ALL","ALL","GY","0","2014","-","0",,,,,,"2026"
"1502545720","KZC3441","NY","PAS",,"46","SUBN","NISSA","P","19920","42820","72720","20261023","44","44","44","981332","44","0","1109P","1100P","BX","F","12","CLARKE PL",,"0","408","F1",,"BBBBBBB","ALL","ALL","W","0","2023","-","0",,,,,,"2026"
"1500913340","LXS6265","NY","PAS",,"14","SDN","ME/BE","P","64230","46350","35330","20270730","60","60","60","967020","60","0","1143A",,"K","I","100","NEPTUNE AVENUE",,"0","408","J2",,"BBBBBBB","ALL","ALL","WH","0","2019","-","0",,,,,,"2026"
"1493966455","XHP2744","PA","PAS",,"66",,"TRAIL","P","0","40404","40404","0","121","121","112","966527","112","0","0949P",,,"F","197","HERBERTON AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1498735472","LZR8951","NY","PAS",,"40","SDN","ME/BE","P","27790","40404","40404","20251028","25","25","25","981764","25","0","0112A",,"NY","F","163","PARK AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501917857","351CF7","NY","MOT",,"20",,"FLY W","X","26630","36480","36530","0","71","71","976","102039","976","0","0208P",,"K","F","489","CLARKSON AVE",,"0","408","E3",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1503208953","BLANKPLATE","99","999",,"41",,,"P","0","0","0","88888888",,"0","0","0","0","0",,,,"I",,,,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501880998","JRF3634","NY","PAS",,"40","SUBN","PORSC","P","29490","14010","97440","20260701","1","1","1","970344","1","0","0248P",,"NY","F","45","RENWICK ST",,"0","408","D1",,"YYYYYYY","ALL","ALL","BLU","0","2022","-","1",,,,,,"2026"
"1501778924","KDH6482","NY","PAS",,"98","SDN","MINI","P","51530","32530","60530","20260726","90","90","90","944088","90","0","0238P",,"K","F","347","HUMBOLDT ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","RD","0","0","-","0",,,,,,"2026"
"1502055340","1AE81K","MA","OMT",,"20","BUS","VANHO","P","9230","7080","7230","88888888","66","66","66","968084","66","0","0917A",,,"O","2013","53 STREET",,"0","408","F2",,"YYYYYBB","0700A","0400P","WHT","0","0","-","0",,,,,,"2026"
"1499675860","1C028T6","AL","PAS",,"46","SUBN",,"P","31830","24730","87330","20270130","78","78","70","971192","70","0","0335P",,"K","F","601","DEAN ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","2017","-","0",,,,,,"2026"
"1501307708","LGL6249","NY","PAS",,"98","SUBN","HYUND","N","58590","50290","13540","20260223","107","107","107","960151","107","0","0232P",,"Q","F","61-45","PARSONS BLVD",,"0","408","F2",,"BBBBBBB","ALL","ALL","GY","0","2024","-","0",,,,,,"2026"
"1500004923","BKRICN","VA","PAS",,"40","SDN","NISSA","P","31830","77730","51030","88888888",,"0","84","977574","84","0","1004A",,,"O","134","DEAN ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,,"2026"
"1487144672","ARUW93","FL","PAS",,"75","SDN","LEXUS","N","0","40404","40404","0",,"0","105","962127","105","0","0630P",,,"F","115-08","228 STREET",,"0","408","D",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1500799350","JDC6912","PA","PAS",,"14","SDN","HONDA","P","93230","94730","0","20250930","83","83","83","978562","83","0",,,"K","I",,"WILLOUGHBY AVE","WYCKOFF AVE","0","408","F2",,"BBBBBBB","ALL","ALL","GY","0","0","-","0",,,,,,"2026"
"1501536011","BLANKPLATE","99","999",,"74",,"INTER","P","37410","12010","31190","88888888","34","34","34","968676","34","0","1111P",,,"I","583","W 183 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1497906260","AP6S164","ON","PAS",,"14","SDN","CHEVR","P","17310","10210","30090","88888888","13","13","13","969274","13","0","0910A",,,"F","222","EAST 16 STREET",,"0","408","C",,"BBBBBBB","ALL","ALL","BLU","0","0","-","0",,,,,,"2026"
"1497827334","KZI6604","NY","PAS",,"5","SDN","HONDA","P","72250","18950","37280","20261124","63","63","63","972922","63","0",,,,"F","12","PRESTON COURT",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2022","-","0",,,,,,"2026"
"1502440611","LLR8272","NY","PAS",,"99","SDN",,"N","8640","65810","60410","20260624",,"0","108","977056","108","0","0544P",,,"O","53-38","35 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2002","-","0",,,,,,"2026"
"1501093289","LRX4811","NY","OMT",,"46","SDN","JEEP","N","0","37830","0","88888888","69","69","690","974496","690","0","0550P",,,"I",,"SEAVIEW","E 91","0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1497805648","HAA4948","NY","PAS",,"50",,"ME/BE","P","37484","19140","14580","20270727","63","63","63","979543","63","0","0842A",,,"F","1432","E 73 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRY","0","2013","-","0",,,,,,"2026"
"1500757329","KUR8973","NY","PAS",,"46","SDN","BMW","P","53790","20740","20840","20260404","106","106","106","969258","106","0","0109P",,"Q","F","114-14","LIBERTY AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GY","0","2023","-","0",,,,,,"2026"
"1499401577","155CBO","NY","PAS",,"17",,"HONDA","P","35430","14510","15710","20260630","20","20","20","974389","20","0","0456P",,"NY","O","73","W 83 STREET",,"0","408","D1",,"BBBBBBB","ALL","ALL","RED","0","2015","-","0",,,,,,"2026"
